模块,卡片ID,题目,正确答案,卡片类型,音频链接
模块 12 (A2级别已完结),610a23f646e44303750ebd47,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“在……工作的” 或 “工作” 或 “在……任职的” 或 “任职” 或 “在……做事的” 或 “做事” 或 “在……工作” 或 “工作的” 或 “在……任职” 或 “任职的” 或 “在职的” 或 “在……做事” 或 “做事的” 或 “在……工作的” 或 “工作” 或 “在……任职的” 或 “任职” 或 “在……做事的” 或 “做事” 或 “在……工作” 或 “工作的” 或 “在……任职” 或 “任职的” 或 “在职的” 或 “在……做事” 或 “做事的” 或 “在……工作的、工作、在……任职的、任职、在……做事的、做事、在……工作、工作的、在……任职、任职的、在职的、在……做事、做事的” 或 “（多做表语）在……工作的、工作、在……任职的、任职、在……做事的、做事、在……工作、工作的、在……任职、任职的、在职的、在……做事、做事的” 或 “积极的” 或 “有效的” 或 “有实际行动的” 或 “积极的” 或 “有效的” 或 “有实际行动的” 或 “积极的、有效的、有实际行动的” 或 “（只做定语）积极的、有效的、有实际行动的” 或 “活动着的” 或 “活动着的”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6089e7c149183fdd8b9a5b43.mp3
模块 12 (A2级别已完结),610a248a46e44303750ec168,名词“die Komödie”是什么意思？,“喜剧” 或 “滑稽戏” 或 “喜剧片” 或 “喜剧” 或 “滑稽戏” 或 “喜剧片” 或 “喜剧、滑稽戏、喜剧片” 或 “滑稽的事” 或 “滑稽的事” 或 “[转]滑稽的事” 或 “喜剧院” 或 “喜剧院” 或 “伪装” 或 “假装” 或 “伪装” 或 “假装” 或 “伪装、假装” 或 “[转、口、贬]伪装、假装”,,
模块 12 (A2级别已完结),610a248a46e44303750ec16b,请选择单词“Komödie”的性,die,,
模块 12 (A2级别已完结),610a248a46e44303750ec16e,请拼写出名词“Komödie”的复数形式。,Komödien,,
模块 12 (A2级别已完结),610a23c846e44303750ebd02,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,“行人” 或 “步行者” 或 “路人” 或 “行人” 或 “步行者” 或 “路人” 或 “男行人” 或 “男步行者” 或 “男路人” 或 “行人、步行者、路人”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108e44151ae760319725ef1.mp3
模块 12 (A2级别已完结),610a248a46e44303750ec171,阴性名词“喜剧、滑稽戏、喜剧片”用德语怎么拼写？,Komödie,,
模块 12 (A2级别已完结),610a248a46e44303750ec174,请播放音频 ，并拼写出您听到的 阴性名词 。,Komödie,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108e8d351ae7603197266041718166856031.mp3
模块 12 (A2级别已完结),610a248a46e44303750ec177,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“喜剧” 或 “滑稽戏” 或 “喜剧片” 或 “喜剧” 或 “滑稽戏” 或 “喜剧片” 或 “喜剧、滑稽戏、喜剧片” 或 “滑稽的事” 或 “滑稽的事” 或 “[转]滑稽的事” 或 “喜剧院” 或 “喜剧院” 或 “伪装” 或 “假装” 或 “伪装” 或 “假装” 或 “伪装、假装” 或 “[转、口、贬]伪装、假装”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108e8d351ae7603197266041718166856031.mp3
模块 12 (A2级别已完结),610a24a346e44303750ec18f,名词“der Gegner”是什么意思？,“对手” 或 “对方” 或 “敌人” 或 “竞争者” 或 “劲敌” 或 “对手” 或 “对方” 或 “敌人” 或 “竞争者” 或 “劲敌” 或 “男对手” 或 “男对方” 或 “男敌人” 或 “男竞争者” 或 “男劲敌” 或 “对手、对方、敌人、竞争者、劲敌” 或 “反对者” 或 “反对者” 或 “男反对者” 或 “反对者 （反义词：Verfechter）”,,
模块 12 (A2级别已完结),610a24a346e44303750ec192,请选择单词“Gegner”的性,der,,
模块 12 (A2级别已完结),610a24a346e44303750ec195,请拼写出名词“Gegner”的复数形式。,Gegner,,
模块 12 (A2级别已完结),610a24a346e44303750ec198,请播放音频 ，并拼写出您听到的 阳性名词 。,Gegner,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108e9c651ae76031972674f.mp3
模块 12 (A2级别已完结),610a24a346e44303750ec19b,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,“对手” 或 “对方” 或 “敌人” 或 “竞争者” 或 “劲敌” 或 “对手” 或 “对方” 或 “敌人” 或 “竞争者” 或 “劲敌” 或 “男对手” 或 “男对方” 或 “男敌人” 或 “男竞争者” 或 “男劲敌” 或 “对手、对方、敌人、竞争者、劲敌” 或 “反对者” 或 “反对者” 或 “男反对者” 或 “反对者 （反义词：Verfechter）”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108e9c651ae76031972674f.mp3
模块 12 (A2级别已完结),610a24c446e44303750ec1b5,可分动词“zusammenarbeiten”是什么意思？,“合作” 或 “协作” 或 “共同工作” 或 “一起工作” 或 “一块儿干” 或 “合作” 或 “协作” 或 “共同工作” 或 “一起工作” 或 “一块儿干” 或 “合作、协作、共同工作、一起工作、一块儿干” 或 “合并” 或 “把……合并起来” 或 “合并” 或 “把……合并起来” 或 “合并、把……合并起来”,,
模块 12 (A2级别已完结),610a24c446e44303750ec1b8,可分动词“合作、协作、共同工作、一起工作、一块儿干”用德语怎么拼写？(答案不是mitarbeiten),zusammenarbeiten,,
模块 12 (A2级别已完结),610a24c446e44303750ec1bb,请播放音频 ，并拼写出您听到的 动词 。,zusammenarbeiten,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108ea5a51ae760319726770.mp3
模块 12 (A2级别已完结),610a24c446e44303750ec1be,请播放音频 ，并提交您听到的 动词 的 中文意思。,“合作” 或 “协作” 或 “共同工作” 或 “一起工作” 或 “一块儿干” 或 “合作” 或 “协作” 或 “共同工作” 或 “一起工作” 或 “一块儿干” 或 “合作、协作、共同工作、一起工作、一块儿干” 或 “合并” 或 “把……合并起来” 或 “合并” 或 “把……合并起来” 或 “合并、把……合并起来”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108ea5a51ae760319726770.mp3
模块 12 (A2级别已完结),610a24c446e44303750ec1c1,动词“zusammenarbeiten”的 过去分词（Partizip II） 是什么？,zusammengearbeitet,,
模块 12 (A2级别已完结),610a24c446e44303750ec1c4,动词“zusammenarbeiten”是可分动词吗？,是的,,
模块 12 (A2级别已完结),610a24c446e44303750ec1c7,动词“zusammenarbeiten”的现在完成时的助动词是什么？,haben,,
模块 12 (A2级别已完结),610a24db46e44303750ec1df,短语“hin und wieder”是什么意思？,“时不时” 或 “偶尔” 或 “有时” 或 “不时” 或 “有时候” 或 “时而” 或 “时不时” 或 “偶尔” 或 “有时” 或 “不时” 或 “有时候” 或 “时而” 或 “时不时、偶尔、有时、不时、有时候、时而”,,
模块 12 (A2级别已完结),610a24ef46e44303750ec1f7,名词“die Doku”是什么意思？,“纪录片” 或 “纪录片”,,
模块 12 (A2级别已完结),610a24ef46e44303750ec1fa,请选择单词“Doku”的性,die,,
模块 12 (A2级别已完结),610a24ef46e44303750ec1fd,请拼写出名词“Doku”的复数形式。,Dokus,,
模块 12 (A2级别已完结),610a24ef46e44303750ec200,请播放音频 ，并拼写出您听到的 阴性名词 。,Doku,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108ec4451ae7603197268ae.mp3
模块 12 (A2级别已完结),610a24ef46e44303750ec203,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“纪录片” 或 “纪录片”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108ec4451ae7603197268ae.mp3
模块 12 (A2级别已完结),610a250c46e44303750ec21b,名词“das Drehbuch”是什么意思？,“剧本” 或 “分镜头剧本” 或 “脚本” 或 “剧本” 或 “分镜头剧本” 或 “脚本” 或 “剧本、分镜头剧本、脚本” 或 “剧本、分镜头剧本、（戏剧、电影等的）脚本”,,
模块 12 (A2级别已完结),610a250c46e44303750ec21e,中性名词“剧本、分镜头剧本、（戏剧、电影等的）脚本”用德语怎么拼写？,Drehbuch,,
模块 12 (A2级别已完结),610a250d46e44303750ec221,请播放音频 ，并拼写出您听到的 中性名词 。,Drehbuch,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108ed0f51ae760319726971.mp3
模块 12 (A2级别已完结),610a250d46e44303750ec224,请播放音频 ，并提交您听到的 中性名词 的 中文意思。,“剧本” 或 “分镜头剧本” 或 “脚本” 或 “剧本” 或 “分镜头剧本” 或 “脚本” 或 “剧本、分镜头剧本、脚本” 或 “剧本、分镜头剧本、（戏剧、电影等的）脚本”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108ed0f51ae760319726971.mp3
模块 12 (A2级别已完结),610a25a846e44303750ec23c,动词“basieren”是什么意思？,“以……为基础” 或 “建立在……基础上” 或 “以……为依据” 或 “基于” 或 “根据” 或 “以……为基础” 或 “建立在……基础上” 或 “以……为依据” 或 “基于” 或 “根据” 或 “以……为基础、建立在……基础上、以……为依据、基于、根据”,,
模块 12 (A2级别已完结),610a25a846e44303750ec23f,请播放音频 ，并拼写出您听到的 动词 。,basieren,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108ed5951ae76031972698e.mp3
模块 12 (A2级别已完结),610a25a846e44303750ec245,动词“basieren”的 过去分词（Partizip II） 是什么？,basiert,,
模块 12 (A2级别已完结),610a25a846e44303750ec248,动词“basieren”的现在完成时的助动词是什么？,,,
模块 12 (A2级别已完结),610a25c146e44303750ec260,名词“die Verfilmung”是什么意思？,“电影版” 或 “电影改编版” 或 “改编电影” 或 “影版” 或 “电影版” 或 “电影改编版” 或 “改编电影” 或 “影版” 或 “电影版、电影改编版、改编电影、影版”,,
模块 12 (A2级别已完结),610a25c146e44303750ec263,阴性名词“电影版、电影改编版、改编电影、影版”用德语怎么拼写？,Verfilmung,,
模块 12 (A2级别已完结),610a25c146e44303750ec266,请播放音频 ，并拼写出您听到的 阴性名词 。,Verfilmung,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108ee2b51ae760319726a50.mp3
模块 12 (A2级别已完结),610a25c146e44303750ec269,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“电影版” 或 “电影改编版” 或 “改编电影” 或 “影版” 或 “电影版” 或 “电影改编版” 或 “改编电影” 或 “影版” 或 “电影版、电影改编版、改编电影、影版”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108ee2b51ae760319726a50.mp3
模块 12 (A2级别已完结),610a25e146e44303750ec281,名词“die Vorbereitung”是什么意思？,“准备” 或 “预备” 或 “准备工作” 或 “准备措施” 或 “准备” 或 “预备” 或 “准备工作” 或 “准备措施” 或 “准备、预备、准备工作、准备措施”,,
模块 12 (A2级别已完结),610a25e146e44303750ec284,请播放音频 ，并拼写出您听到的 阴性名词 。,Vorbereitung,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108eee051ae760319726c18.mp3
模块 12 (A2级别已完结),610a25e146e44303750ec287,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“准备” 或 “预备” 或 “准备工作” 或 “准备措施” 或 “准备” 或 “预备” 或 “准备工作” 或 “准备措施” 或 “准备、预备、准备工作、准备措施”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108eee051ae760319726c18.mp3
模块 12 (A2级别已完结),610a25a846e44303750ec242,请播放音频 ，并提交您听到的 动词 的 中文意思。,“以……为基础” 或 “建立在……基础上” 或 “以……为依据” 或 “基于” 或 “根据” 或 “以……为基础” 或 “建立在……基础上” 或 “以……为依据” 或 “基于” 或 “根据” 或 “以……为基础、建立在……基础上、以……为依据、基于、根据”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108ed5951ae76031972698e.mp3
模块 12 (A2级别已完结),610a25f546e44303750ec29f,数词“六十七、67”用德语怎么拼写？,siebenundsechzig,,
模块 12 (A2级别已完结),610a25f546e44303750ec2a2,请播放音频 ，并拼写出您听到的 单词 。,siebenundsechzig,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108ef6251ae760319726cca.mp3
模块 12 (A2级别已完结),610a25f546e44303750ec2a5,请播放音频 ，并提交您听到的 单词 的 中文意思。,“六十七” 或 “67” 或 “六十七” 或 “67” 或 “六十七、67”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108ef6251ae760319726cca.mp3
模块 12 (A2级别已完结),610a261346e44303750ec2c3,可分动词“abdrehen”是什么意思？,“拧断” 或 “拧下” 或 “拧断” 或 “拧下” 或 “拧断、拧下” 或 “关” 或 “关” 或 “[口]关” 或 “扭转” 或 “掉转” 或 “扭转” 或 “掉转” 或 “扭转、掉转” 或 “拍完” 或 “拍摄完毕” 或 “杀青” 或 “拍完” 或 “拍摄完毕” 或 “杀青” 或 “拍完、拍摄完毕、杀青” 或 “转变航向” 或 “转变航向”,,
模块 12 (A2级别已完结),610a261346e44303750ec2c6,请播放音频 ，并拼写出您听到的 动词 。,abdrehen,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6108f03c51ae760319726d88.mp3
模块 12 (A2级别已完结),610a261346e44303750ec2c9,可分动词“拍完、拍摄完毕、杀青”用德语怎么拼写？,abdrehen,,
模块 12 (A2级别已完结),610a261346e44303750ec2cc,动词“abdrehen”的 过去分词（Partizip II） 是什么？,abgedreht,,
模块 12 (A2级别已完结),610a261346e44303750ec2cf,动词“abdrehen”是可分动词吗？,是的,,
模块 12 (A2级别已完结),610a261346e44303750ec2d2,动词“abdrehen”的现在完成时的助动词是什么？,haben,,
模块 12 (A2级别已完结),610a262a46e44303750ec2ea,名词“die Filmklappe”是什么意思？,“场记板” 或 “场记牌” 或 “场记板” 或 “场记牌” 或 “场记板、场记牌” 或 “（拍电影或电视剧时用的）场记板、场记牌”,,
模块 12 (A2级别已完结),610a262a46e44303750ec2f3,阴性名词“（拍电影或电视剧时用的）场记板、场记牌”用德语怎么拼写？,Filmklappe,,
模块 12 (A2级别已完结),610a262a46e44303750ec2f6,请播放音频 ，并拼写出您听到的 阴性名词 。,Filmklappe,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6109858a36c42c0c91f28e71.mp3
模块 12 (A2级别已完结),610a262a46e44303750ec2f9,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“场记板” 或 “场记牌” 或 “场记板” 或 “场记牌” 或 “场记板、场记牌” 或 “（拍电影或电视剧时用的）场记板、场记牌”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6109858a36c42c0c91f28e71.mp3
模块 12 (A2级别已完结),610a263b46e44303750ec311,名词“die Klappe”是什么意思？,“盖子” 或 “活动桌板” 或 “翻斗抽屉” 或 “盖子” 或 “活动桌板” 或 “翻斗抽屉” 或 “盖子、活动桌板、翻斗抽屉” 或 “（一端固定的）盖子、活动桌板、翻斗抽屉” 或 “阀” 或 “活门” 或 “阀门” 或 “阀” 或 “活门” 或 “阀门” 或 “阀、活门、阀门” 或 “[机]阀、活门、阀门” 或 “瓣” 或 “瓣膜” 或 “瓣” 或 “瓣膜” 或 “瓣、瓣膜” 或 “[解]瓣、瓣膜” 或 “开闭器” 或 “键” 或 “开闭器” 或 “键” 或 “开闭器、键” 或 “（铜管乐器的）开闭器、键” 或 “床” 或 “床” 或 “[转、俗]床” 或 “嘴” 或 “嘴” 或 “=Schulterklappe” 或 “=Schulterklappe” 或 “蝇拍” 或 “蝇拍” 或 “闸门” 或 “舌瓣” 或 “闸门” 或 “舌瓣” 或 “闸门、舌瓣” 或 “[水]闸门、舌瓣”,,
